,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
3253,Kuklase tn 12,82000,60.9,1969,1,B,3,RE/MAX,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
3258,Sütiste tee 36,82000,46.8,1969,1,B,3,CKE Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3359,Mäepealse 12,145000,75.5,2007,1,B,3,LVM Kinnisvara Tallinn,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
4789,E.Vilde tee 82,99800,60.1,1972,1,B,3,Skanton Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
5242,Akadeemia tee 36,35999,12.0,1993,0,B,1,Nova Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
5332,Ehitajate tee 51,65999,31.7,1963,1,B,1,Nova Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
5572,A. H. Tammsaare tee 85,105000,62.0,1993,1,B,3,Prisma Varahindajad OÜ,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
6337,Ehitajate tee 78,76900,59.7,1965,1,B,3,Eraarendus Grupp OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7554,Mustamäe tee 126,64000,30.0,1964,0,B,1,Ober-Hausi Kinnisvara AS,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7660,A. H. Tammsaare tee 63,99000,61.0,1970,1,B,3,Raid & Ko OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0
7820,A. H. Tammsaare tee 61,90000,60.6,1971,1,B,3,Arco Vara Kinnisvarabüroo AS,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
8008,A. H. Tammsaare tee 59,85000,66.8,1993,1,B,3,Nordic Estates OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
8362,E. Vilde tee 57,107400,60.7,1965,1,B,3,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
8376,Rehe tn 7,145900,68.5,2018,1,A,3,Kaamos Kinnisvara AS,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
8927,Akadeemia tee 16,53500,30.4,1964,0,B,1,Ruutmeetrid Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
8989,E. Vilde tee 130,115000,78.8,1974,1,B,3,Rein Rahuoja Kinnisvara Agentuur,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0
8999,Kadaka tee 175,93000,57.5,1976,1,B,3,City Property OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
9042,Laki tn 24,55650,16.6,2019,0,A,2,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
9043,Laki tn 24,53265,16.8,2019,0,A,2,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9047,Laki tn 24,62805,18.7,2019,0,A,2,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
9059,Mustamäe tee 84,95000,59.1,1973,1,B,3,Baltic Sotheby's International Realty - Estonia,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
9158,Akadeemia tee 46,36700,16.5,1993,0,B,1,Sadilija OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
9159,Akadeemia tee 46,36800,16.6,1993,0,B,1,Sadilija OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
9352,Sütiste tee 26,108000,61.0,1993,1,B,3,Domus Kinnisvara Vahendus OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
9452,A. H. Tammsaare tee 131,84500,62.0,1972,1,C,3,Romenal OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
9466,A. H. Tammsaare tee 131,88000,62.8,1972,1,B,3,Raid & Ko OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
9505,E. Vilde tee 121,59500,30.5,1975,1,B,1,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
9662,Ehitajate tee 68,75000,59.4,1969,1,C,3,Kinnisvarabüroo Uus Maa OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
9765,Sõpruse pst 228,88900,60.8,1965,1,B,3,RE/MAX,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
9788,Sõpruse pst 242,74900,62.9,1968,1,B,3,Flaminger OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9831,Retke tee 28,88000,61.0,1971,1,B,3,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
9935,Ehitajate tee 58,53999,30.2,1993,1,B,1,Nova Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
9948,Retke tee 6,90000,61.0,1993,0,B,3,1Partner Kinnisvara,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9949,Ehitajate tee 68,79000,59.5,1969,1,B,3,Raehaus Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0
9952,J. Sütiste tee 48,79000,43.4,1969,1,B,2,Lighthouse Kinnisvara OÜ,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
9958,E. Vilde tee 105,75000,43.0,1993,0,B,3,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9961,A. H. Tammsaare tee 121,74200,47.0,1967,1,B,2,City Property OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
9984,Retke tee 24,74900,43.6,1970,0,B,2,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10004,Sõpruse pst 233,95000,66.7,1968,0,B,3,Arcus Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
10007,Vilde tee 96,29900,12.0,1967,0,B,1,Arcus Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10010,Ehitajate tee 88,69000,43.0,1967,1,B,2,Arcus Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
10058,A. H. Tammsaare tee 129,85500,60.9,1968,0,B,3,Dolopan Invest OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10120,A. H. Tammsaare tee 59,90900,66.8,1993,1,B,3,City Property OÜ,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
10148,Keskuse tn 4,78900,43.7,1973,1,B,2,RE/MAX,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
10160,J. Sütiste tee 43,70000,43.0,1978,1,B,2,Telefon 1: ,Mustamäe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
10164,Mustamäe tee 149,71500,43.5,1973,1,B,2,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0
10177,Kiili 20,93000,62.9,1980,1,C,3,Ober-Hausi Kinnisvara AS,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0
10203,J. Sütiste tee 50,84000,60.9,1968,1,C,3,Amalthea OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10211,E. Vilde tee 141,70000,41.1,1964,0,B,2,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10214,Laki tn 24,50880,15.9,2019,0,A,1,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
10216,Mustamäe tee 151,86000,61.2,1993,1,B,3,Kinnisvarabüroo Uus Maa OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
10218,Laki tn 24,51675,15.9,2019,0,A,1,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
10219,Laki tn 24,52470,15.9,2019,0,A,1,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
10221,Laki tn 24,55650,16.5,2019,0,A,1,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
10226,Mustamäe tee 151,86000,61.2,1993,1,B,3,Kinnisvarabüroo Uus Maa OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
10275,J. Sütiste tee 14,79000,52.2,1969,1,B,3,LVM Kinnisvara Tallinn,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
10278,Mustamäe tee 124,79500,45.7,1993,1,B,2,Telefon 1: ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
10289,Ehitajate tee 51,66998,42.3,1963,1,B,2,Prisma Varahindajad OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10317,J. Sütiste tee 50,88000,60.8,1968,1,B,3,Falkenberg kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
10318,J. Sütiste tee 22,67999,43.0,1993,0,B,2,Nova Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10319,J. Sütiste tee 18,97000,60.9,1969,1,B,3,Kaanon kinnisvarabüroo OÜ,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
10323,Sõpruse pst 215,65000,29.8,1968,1,B,1,Nova Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
10331,Mustamäe tee 124,79500,45.7,1993,1,B,2,Raid & Ko OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
10406,Ehitajate tee 78,80500,59.7,1965,1,C,3,Lossi Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10415,Laki tn 24,41340,12.7,2019,0,A,1,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
10417,Kadaka tee 169,76000,45.3,1993,0,B,2,GloReal KINNISVARA,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10422,Laki tn 24,54060,16.6,2019,0,A,2,RE/MAX,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
10446,Kadaka tee 173,79900,43.9,1993,1,B,3,Greenwell Real Estate,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10448,Kadaka tee 173,73500,43.9,1993,1,B,2,Real24 OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
12,Linnamäe tee 38,91900,42.0,2018,1,A,2,Eesti Kinnisvarabüroo OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
14,Loitsu tn 5,89000,79.6,1981,1,B,4,2Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0
19,Linnamäe tee 12,51900,32.8,1993,1,B,1,Baltic Real estate developement OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
22,Ümera tn 2,110000,64.5,1986,1,B,3,Lossi Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0
26,Linnamäe tee 45,95000,64.8,1986,1,B,3,Delux Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0
28,K. Kärberi tn 39,53500,33.0,1993,1,B,1,raE | realty agent Estonia OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
29,K. Kärberi tn 39,53500,33.0,1993,1,B,1,raE | realty agent Estonia OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
32,Pae tn 13,83500,56.2,1993,1,B,3,Eesti Kinnisvarabüroo OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
41,Linnamäe tee 38,91900,42.0,2018,1,A,2,Eesti Kinnisvarabüroo OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
53,Lasnamäe tn 40,71000,39.1,1993,0,B,2,Sinitta AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
56,Kivila tn 14,63990,32.8,1983,1,B,2,Prisma Varahindajad OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
58,Paekaare tn 68,93000,66.6,1993,1,B,3,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
60,Vikerlase tn 8,82000,64.3,1993,1,B,3,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
71,Kiive tn 6,49500,31.0,1993,0,B,2,Ansvetal OÜ,Lasnamäe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73,Meeliku 21,94000,45.0,2019,0,A,2,"RE Kinnisvara AS,RE Kinnisvara AS",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
82,Meeliku 21,99000,58.6,2019,1,A,2,"RE Kinnisvara AS,RE Kinnisvara AS",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
83,Meeliku 21,109000,58.4,2019,1,A,2,"RE Kinnisvara AS,RE Kinnisvara AS",Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
85,Narva mnt 174,89900,61.3,2007,1,B,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
87,Pae tn 68,91900,66.1,1985,1,B,3,Prisma Varahindajad OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
127,Meeliku tn 21,97000,45.0,2019,0,A,2,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
135,Paasiku tn 14,88000,65.0,1993,1,B,3,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
139,Majaka põik 8,69700,40.0,1993,0,B,2,Panvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
150,Liikuri tn 38,89900,63.8,1985,1,B,3,Alexandra Kinnisvara Agentuur OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
153,Liikuri tn 38,89900,63.7,1985,1,B,3,Alexandra Kinnisvara Agentuur OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
154,Liikuri tn 38,89900,63.7,1985,1,B,3,Alexandra Kinnisvara Agentuur OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
155,Liikuri tn 38,89900,63.7,1985,1,B,3,Alexandra Kinnisvara Agentuur OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
177,Mahtra 66,84900,66.0,1993,1,B,3,CKE Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
222,K. Kärberi tn 28,77900,55.7,1985,1,B,3,RE/MAX,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
223,Punane tn 15,51500,31.2,1972,0,B,1,Eraarendus Grupp OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
240,Linnamäe tee 81,87000,64.7,1998,1,B,3,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
277,Kalevipoja põik 2,79990,64.9,1979,1,B,3,Marmel Kinnisvara OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0
282,Kalevipoja tn 11,100000,64.6,1972,1,B,3,Grosvik OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0
287,Liikuri tn 20,93000,61.8,1990,1,B,3,Esborex OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
291,Mahtra tn 28,74000,53.0,1982,1,B,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
294,Ümera tn 22,68000,52.7,1993,1,B,2,Maximum KV Group OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
301,Kalevipoja 17,104000,80.2,1979,0,B,4,LAAM Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0
307,K. Kärberi tn 37,60000,34.0,1993,1,B,1,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
315,Paekaare tn 58,84500,65.9,1978,1,B,3,Orange Kinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0
318,Kivila tn 5,65000,64.5,2006,0,B,3,Riigi Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,/,0,0
323,Sinimäe tn 11,65000,65.4,2007,0,B,3,Riigi Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,/,0,0
339,Kärberi 12,69900,52.5,1984,1,B,2,LAAM Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
346,Linnamäe tee 81,89900,64.9,1986,1,B,3,Greenwell Real Estate,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0
367,Läänemere tee 27,72000,52.0,1987,1,C,2,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
370,Mustakivi tee 25,90000,42.0,2017,0,A,2,KALLIS KODU OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0
396,Läänemere tee 27,73000,52.0,1987,1,C,2,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
415,Linnamäe tee 81,169900,117.0,1986,1,B,5,Greenwell Real Estate,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0
433,K. Kärberi tn 43,68800,52.0,1985,1,C,2,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
435,Kalevipoja põik 2,83990,64.9,1979,0,B,3,Elliman OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
436,VÕIMALUS TEHA 3,79900,56.0,1987,1,B,2,KVkapital OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
463,Liikuri tn 48,97000,53.7,1988,1,B,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
475,Pallasti tn 33,34500,16.4,1993,0,B,1,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
476,Mahtra tn 72,85000,64.5,1989,1,B,3,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
481,Ümera 5,92900,79.3,1985,1,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0
486,Vikerlase 8,93000,65.1,1980,1,B,3,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
514,Pikri tn 2,95400,70.0,1993,1,B,3,Aare Invest Group OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
521,Ümera 28,131300,74.8,2018,1,A,4,Domus Kinnisvara Vahendus OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
533,Paekaare tn 12,61000,32.6,1979,1,B,1,Arcus Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
539,Linnamäe tee 2,82000,49.0,1988,1,C,2,Arcus Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0
543,Mahtra tn 12,49900,32.6,1993,1,B,1,Arcus Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
552,Sinimäe tn 3,91000,65.5,1991,1,B,3,Arcus Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
578,Meeliku tn 23,149900,88.3,2011,1,B,3,Ruutmeetrid Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
599,Pikri tn 5,64000,41.1,1982,1,B,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
605,Peterburi tee 9,80000,61.0,1993,0,B,3,Kjaula OÜ,Lasnamäe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0
622,Priisle tee 32,102000,46.1,2018,0,A,2,Pindi Kinnisvara,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
648,Loitsu tn 1,98500,65.0,1993,1,B,4,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
649,Loitsu tn 1,98500,65.0,1993,1,B,3,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
650,Katleri tn 5,57000,34.0,1989,1,B,1,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
671,Mustakivi tee 25,81900,40.0,2018,0,A,2,Telefon 1: ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0
709,Raadiku tn 1,65700,50.0,1983,1,B,2,ParimKinnisvara,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0
726,Sinimäe tn 7,85000,52.7,1990,1,B,2,Tina KVB,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
733,Vikerlase tn 6,73950,54.0,1980,1,B,2,Nova Kinnisvara OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0
897,Pae tn 45,55000,32.9,1978,1,B,1,RE/MAX,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0
927,Võru tn 9,58000,32.7,1980,1,B,1,RE Kinnisvara AS,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
950,Pallasti tn 8,51000,21.4,1973,0,B,1,Grosvik OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
967,Lasnamäe tn 4,320000,89.3,2018,1,A,3,2Kinnisvara OÜ,Lasnamäe,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
1127,Pae tn 68,127000,104.8,1985,1,B,3,City Property OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0
1163,Paekaare tn 52,71900,46.0,1978,1,B,2,Dolopan Invest OÜ,Lasnamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
1191,Narva mnt 174,159000,122.1,2007,1,B,4,Falkenberg kinnisvara OÜ,Lasnamäe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
